trial star/#dMass star/dMass planet/#dMass planet/dMass planet/dEnvelopeMass planet/dOrbPeriod 
rand_1025 6.566529 0.830000 2.204385 -6.631578 -1.582350 -48.110621 
rand_1026 3.532779 0.660000 2.756302 -1.801766 -0.045858 -34.917724 
rand_1027 5.644578 0.830000 0.891832 -3.677985 -0.316342 -27.817540 
rand_1028 1.827739 1.070000 6.568457 -0.865966 -0.006361 -29.385557 
rand_1029 1.515296 0.780000 29.830191 -4.387403 -0.505662 -34.921288 
rand_1030 2.720989 0.700000 0.414359 -6.212900 -1.293726 -45.519434 
rand_1031 1.170804 0.550000 0.167143 -1.896413 -0.052699 -33.533967 
rand_1032 1.269513 0.950000 1.534345 -5.268559 -0.845400 -16.575820 
rand_1033 1.042417 0.980000 6.508873 -3.381766 -0.256376 -38.445808 
rand_1034 4.233288 0.952289 0.937947 -3.465494 -0.272853 -43.082029 
rand_1035 1.081166 0.620000 0.315225 -2.380033 -0.100013 -41.146014 
rand_1036 1.166803 1.320000 0.856766 -1.541378 -0.030356 -37.759159 
rand_1037 0.977866 1.106760 1.645230 -0.299895 -0.000365 -47.504934 
rand_1038 2.126851 1.145849 1.175604 -2.415202 -0.103342 -13.696654 
rand_1039 2.251004 0.763893 30.540674 -1.480308 -0.027162 -26.554796 
rand_1040 2.560209 0.674356 19.085471 -2.428261 -0.103389 -39.815427 
rand_1041 5.377093 0.991519 1.990819 -2.733940 -0.144362 -19.956659 
rand_1042 4.011994 0.329734 7.310099 -1.138451 -0.013401 -45.072275 
rand_1043 2.822475 0.446941 0.501309 -0.703037 -0.003691 -49.604303 
rand_1044 4.804598 1.102156 1.789305 -1.094431 -0.011893 -28.588447 
rand_1045 1.484604 0.480934 8.600448 -2.188640 -0.078785 -39.324851 
rand_1046 3.817679 0.660000 23.264431 -4.070940 -0.419237 -18.891202 
rand_1047 3.216791 1.107783 7.315235 -3.480506 -0.278439 -29.397356 
rand_1048 3.679719 1.040000 0.893892 -5.273666 -0.833127 -44.687954 
rand_1049 2.364181 0.960000 1.994046 -4.096217 -0.432800 -39.579476 
rand_1050 2.477397 0.540000 4.356477 -1.529184 -0.029715 -18.712529 
rand_1051 3.705581 0.790000 0.558221 -5.304047 -0.856067 -21.108667 
rand_1052 1.012739 0.394708 1.213828 -1.764236 -0.043519 -40.399415 
rand_1053 2.471156 0.887029 6.696762 -3.020092 -0.185579 -25.424158 
rand_1054 4.322089 0.882841 3.725900 -3.167447 -0.212890 -49.420367 
rand_1055 1.336188 0.839974 4.425342 -3.061237 -0.194837 -49.690844 
rand_1056 3.049253 0.802844 1.006077 -1.929287 -0.056364 -11.264284 
rand_1057 4.466582 0.920000 0.980645 -1.054612 -0.010924 -43.965218 
rand_1058 3.167988 0.659801 0.739038 -2.832089 -0.157905 -20.898332 
rand_1059 4.308762 0.710000 2.933795 -4.153102 -0.446506 -19.163442 
rand_1060 3.173826 1.141030 3.954494 -1.245495 -0.017108 -46.400862 
rand_1061 1.566280 1.200007 4.080774 -1.718336 -0.041441 -25.454876 
rand_1062 2.590495 1.200000 10.066294 -6.091500 -1.241982 -10.546608 
rand_1063 2.833904 1.030000 1.330597 -3.506466 -0.284237 -16.542617 
rand_1064 2.409018 1.120000 0.262111 -4.579885 -0.577348 -41.530003 
rand_1065 3.691565 0.691844 14.441968 -2.796090 -0.154098 -32.852460 
rand_1066 3.996505 1.201663 0.562551 -3.021081 -0.189545 -32.103735 
rand_1067 2.003324 1.340100 10.535971 -4.536969 -0.556875 -18.946354 
rand_1068 3.759678 0.303010 0.488412 -4.209402 -0.462870 -31.981203 
rand_1069 2.604988 1.163448 2.687593 -2.700574 -0.140606 -46.242654 
rand_1070 1.398807 0.818122 2.654533 -1.357432 -0.021374 -20.710103 
rand_1071 2.960135 1.100000 0.677929 -6.204897 -1.315588 -20.599397 
rand_1072 1.912936 0.630000 4.481893 -5.253956 -0.838221 -27.551164 
rand_1073 2.722056 0.788537 1.088848 -2.332938 -0.093267 -22.724322 
rand_1074 2.386566 0.870000 6.871185 -6.852716 -1.724479 -24.790635 
rand_1075 3.943778 0.970000 1.876895 -0.272764 -0.000283 -35.410283 
rand_1076 1.066973 1.100000 1.319560 -4.823747 -0.668201 -28.156365 
rand_1077 3.105392 1.210000 0.954008 -2.353588 -0.095668 -59.137550 
rand_1078 2.065799 0.970000 2.118578 -3.226452 -0.221483 -30.638035 
rand_1079 2.636031 0.663531 8.870673 -0.886448 -0.006882 -31.302775 
rand_1080 2.552746 1.126451 0.538666 -2.438522 -0.104785 -45.067752 
rand_1081 1.444324 0.790000 0.881299 -3.701856 -0.323419 -38.359624 
rand_1082 3.530372 1.280000 1.516984 -2.177427 -0.078541 -27.518792 
rand_1083 1.934971 0.860000 3.451177 -3.178922 -0.211801 -45.658307 
rand_1084 1.496155 0.901260 6.177751 -3.251349 -0.227188 -13.013065 
rand_1085 2.370935 1.160000 1.154508 -3.644869 -0.306837 -44.469688 
rand_1086 2.387780 0.600000 0.447614 -3.779586 -0.349451 -26.418095 
rand_1087 4.038971 0.570000 6.505490 -5.329910 -0.859812 -29.099092 
rand_1088 2.274691 1.000000 1.592510 -1.886389 -0.053019 -21.815579 
rand_1089 2.066107 1.000000 2.105308 -5.110879 -0.785372 -37.167496 
rand_1090 4.054953 1.130764 14.653579 -1.814892 -0.047177 -17.940944 
rand_1091 4.124526 1.100000 7.424264 -2.334005 -0.093517 -43.061877 
rand_1092 5.080396 0.497056 2.696604 -1.260303 -0.017539 -26.806885 
rand_1093 1.305777 0.903824 3.588192 -4.963550 -0.704676 -26.353098 
rand_1094 2.729011 1.100000 2.753875 -2.405208 -0.101392 -35.554471 
rand_1095 1.705808 1.090000 0.988588 -2.549900 -0.119107 -17.198954 
rand_1096 6.100148 0.623710 4.881761 -3.173794 -0.215171 -47.438956 
rand_1097 2.763471 0.211004 6.622217 -2.478041 -0.110891 -46.718936 
rand_1098 3.753830 0.973144 3.830096 -0.679082 -0.003310 -36.291465 
rand_1099 0.962479 0.476788 0.586439 -3.098408 -0.201393 -39.029808 
rand_1100 2.373792 0.880000 5.474239 -0.247952 -0.000224 -58.864628 
rand_1101 2.160822 0.676871 0.486230 -2.174610 -0.077046 -40.534872 
rand_1102 2.610244 1.150000 0.580807 -3.367751 -0.248855 -50.981740 
rand_1103 3.211587 1.107187 0.917755 -1.411373 -0.023982 -19.141735 
rand_1104 6.646353 0.974481 1.020944 -0.537611 -0.001765 -19.518279 
rand_1105 5.083161 0.940000 2.279489 -8.123551 -2.710941 -40.996688 
rand_1106 3.019846 1.146989 17.081884 -1.632792 -0.035769 -39.827445 
rand_1107 2.039173 0.945345 0.795028 -2.434212 -0.104819 -29.317260 
rand_1108 3.982921 1.020000 4.416648 -2.541449 -0.119615 -30.074557 
rand_1109 1.287818 1.040000 1.684485 -1.999893 -0.062070 -40.517953 
rand_1110 2.413620 0.686675 1.235420 -1.607366 -0.034164 -12.431978 
rand_1111 1.928057 0.550000 10.991337 -4.293020 -0.485336 -20.494884 
rand_1112 3.121433 1.148392 4.047847 -1.014847 -0.009845 -48.263237 
rand_1113 4.583301 0.813986 7.939850 -1.927444 -0.055162 -16.969598 
rand_1114 2.941463 0.780000 0.803619 -3.683475 -0.320444 -14.614487 
rand_1115 1.932105 0.840000 3.730604 -3.571811 -0.294090 -26.743950 
rand_1116 5.069848 1.050000 5.084123 -2.422387 -0.103224 -58.478070 
rand_1117 3.258266 0.340000 7.561940 -3.619628 -0.308228 -25.366347 
rand_1118 0.819227 1.142668 2.573444 -2.770633 -0.146934 -31.165905 
rand_1119 3.169824 1.030000 1.532491 -2.109846 -0.070774 -37.850052 
rand_1120 2.311207 1.345742 1.381225 -1.920188 -0.054847 -37.938721 
rand_1121 1.978521 1.252633 2.941291 -2.099411 -0.072282 -40.662913 
rand_1122 3.960089 0.760000 15.138578 -3.692356 -0.324293 -47.467076 
rand_1123 1.462777 1.058379 0.770522 -2.383390 -0.098890 -24.603438 
rand_1124 5.747773 1.290000 1.866772 -4.112661 -0.430463 -28.639044 
rand_1125 1.898008 0.740000 2.762866 -4.664628 -0.613600 -16.339996 
rand_1126 2.249007 1.120000 3.546733 -3.256348 -0.227885 -40.849717 
rand_1127 1.888792 0.850000 2.979703 -7.099359 -1.905829 -31.461463 
rand_1128 9.510017 0.365869 5.967476 -2.323311 -0.091145 -18.131578 
rand_1129 3.337216 1.360000 0.581352 -6.978905 -1.829643 -34.322520 
rand_1130 1.665707 0.916836 19.946979 -2.608804 -0.125596 -33.021980 
rand_1131 4.825114 0.770000 0.271422 -1.948496 -0.057672 -50.789831 
rand_1132 1.983937 0.930000 11.694152 -2.829696 -0.157017 -52.569793 
rand_1133 2.916618 0.450000 2.956556 -5.089864 -0.770012 -30.471179 
rand_1134 2.168709 0.470000 4.855273 -8.002427 -2.623563 -40.582579 
rand_1135 1.713020 0.236868 0.922657 -1.175111 -0.014777 -47.065400 
rand_1136 3.439788 0.683471 9.124922 -0.668118 -0.003150 -18.651286 
rand_1137 1.457799 0.970000 6.740340 -5.162747 -0.805559 -58.359068 
rand_1138 5.167840 1.190000 0.415501 -2.884561 -0.166801 -32.317287 
rand_1139 4.892173 1.010000 0.646759 -4.765784 -0.634719 -40.798957 
rand_1140 1.868428 0.625942 1.908187 -1.805999 -0.047151 -17.713157 
rand_1141 4.854616 1.100000 10.139237 -0.789448 -0.004991 -28.143764 
rand_1142 2.661829 0.930122 0.452467 -1.538576 -0.030141 -48.155495 
rand_1143 1.859588 0.796657 3.704623 -0.942743 -0.007983 -15.441146 
rand_1144 5.581178 0.867056 7.999535 -2.235305 -0.082942 -44.245206 
rand_1145 4.411110 0.671617 26.010290 -3.092981 -0.202375 -13.873586 
rand_1146 6.143599 1.164309 3.397712 -1.614366 -0.034147 -29.466543 
rand_1147 2.447550 1.242526 3.023194 -3.537072 -0.294928 -26.281839 
rand_1148 2.785313 0.870000 1.980563 -3.254552 -0.225336 -16.046797 
rand_1149 5.440738 1.006706 1.357633 -2.867678 -0.160790 -30.992400 
rand_1150 3.259069 0.814616 7.291150 -2.293757 -0.089463 -45.098479 
rand_1151 3.617842 0.880000 2.073181 -1.178331 -0.014898 -15.883928 
rand_1152 3.171463 1.116464 9.499498 -1.875581 -0.052479 -27.316693 
rand_1153 3.683089 0.990000 11.785741 -2.726431 -0.142115 -20.649917 
rand_1154 3.289710 0.770000 0.975223 -1.772651 -0.044365 -24.338325 
rand_1155 3.191527 0.716852 2.362332 -1.325320 -0.020339 -42.567689 
rand_1156 2.222137 1.157030 3.774455 -4.267479 -0.485445 -43.972477 
rand_1157 0.887310 0.590000 2.155240 -3.518960 -0.284995 -56.241124 
rand_1158 1.452897 0.920000 1.760648 -1.264290 -0.017978 -50.607289 
rand_1159 1.673341 0.510000 14.615696 -9.774819 -4.492862 -59.012403 
rand_1160 2.223964 0.355599 2.355429 -1.080522 -0.011595 -47.209258 
rand_1161 0.764292 1.380266 1.372337 -2.583493 -0.123751 -34.855563 
rand_1162 5.374443 0.950000 6.641551 -3.056006 -0.191312 -23.019793 
rand_1163 4.743501 0.225117 3.552453 -2.214056 -0.081114 -40.404378 
rand_1164 4.425222 1.380380 1.592072 -1.404946 -0.023540 -22.514000 
rand_1165 4.737544 0.687772 3.217626 -1.597159 -0.033237 -10.946594 
rand_1166 1.504667 1.060000 0.263223 -6.073307 -1.239523 -19.356390 
rand_1167 5.112150 0.530000 2.951579 -7.084854 -1.854948 -56.176290 
rand_1168 4.089680 1.090000 2.234272 -4.242707 -0.463471 -24.395481 
rand_1169 3.790744 1.009229 1.426365 -2.879702 -0.166070 -19.680796 
rand_1170 5.484163 1.040000 19.353179 -1.262728 -0.017416 -56.181843 
rand_1171 4.331452 0.382724 0.684278 -3.745453 -0.334344 -40.381566 
rand_1172 4.528079 0.995461 2.849919 -3.154956 -0.208921 -41.514323 
rand_1173 2.792836 1.190000 0.465584 -1.895068 -0.053840 -16.947335 
rand_1174 4.202226 0.680000 2.887022 -2.095043 -0.069079 -19.636654 
rand_1175 1.184187 0.930000 1.155446 -4.188198 -0.449052 -33.698401 
rand_1176 2.503670 0.990000 0.887578 -5.728179 -1.044564 -58.134861 
rand_1177 1.144783 1.140000 2.453600 -6.860861 -1.721284 -17.388256 
rand_1178 2.279942 0.990000 4.305343 -0.541275 -0.001812 -30.190653 
rand_1179 4.151642 0.800000 37.386631 -1.039989 -0.010393 -32.991745 
rand_1180 1.620942 0.870000 0.958196 -5.693029 -1.037044 -26.674194 
rand_1181 2.174068 0.161260 0.684842 -0.706779 -0.003723 -21.509196 
rand_1182 2.040743 0.960000 1.572785 -5.321484 -0.854383 -48.927215 
rand_1183 1.516324 0.619509 0.708310 -1.155368 -0.013983 -38.196276 
rand_1184 2.753815 0.401341 0.439365 -3.166552 -0.213326 -46.634761 
rand_1185 1.706041 0.920000 0.926806 -4.151371 -0.445436 -15.796841 
rand_1186 3.829624 0.900000 2.484089 -2.677672 -0.135264 -44.768199 
rand_1187 3.424689 0.680000 6.068473 -3.011345 -0.185161 -40.822195 
rand_1188 1.538183 1.240000 2.273765 -1.163390 -0.014380 -43.204345 
rand_1189 1.375595 0.743232 7.676534 -4.211080 -0.463569 -23.249606 
rand_1190 4.402241 0.750000 2.214445 -0.273041 -0.000282 -41.682611 
rand_1191 2.332684 0.480000 10.966743 -0.762504 -0.004525 -35.675394 
rand_1192 3.487051 0.544813 12.709932 -2.441866 -0.105048 -29.734432 
rand_1193 5.444240 1.299335 0.329014 -3.582794 -0.298374 -49.789617 
rand_1194 1.430799 0.896063 2.991608 -2.174141 -0.078272 -16.396538 
rand_1195 3.746268 0.956476 1.734392 -1.522383 -0.029481 -38.749086 
rand_1196 2.923182 0.358227 2.516124 -0.774634 -0.004804 -18.573131 
rand_1197 3.872621 1.040000 3.413465 -3.673082 -0.317828 -19.690387 
rand_1198 2.691914 0.595890 1.535468 -1.621879 -0.034849 -37.207135 
rand_1199 1.187089 0.333152 0.259665 -0.448975 -0.001089 -32.305027 
rand_1200 2.558255 0.100000 1.974460 -7.309093 -2.022753 -28.242012 
rand_1201 2.697731 1.050000 3.352131 -3.194113 -0.218228 -50.212847 
rand_1202 2.624347 0.370173 4.981137 -2.181102 -0.078880 -36.417863 
rand_1203 2.776813 0.950000 1.117301 -3.528823 -0.293180 -57.784321 
rand_1204 2.508279 1.050034 1.794690 -0.842221 -0.005943 -19.787247 
rand_1205 3.075877 0.850000 7.002792 -5.074495 -0.769509 -36.645953 
rand_1206 5.796973 0.740000 0.793271 -2.044774 -0.064968 -55.016279 
rand_1207 3.488927 1.180000 1.030874 -9.249247 -3.834922 -47.587549 
rand_1208 2.527838 1.359995 0.882901 -2.450271 -0.104889 -48.390201 
rand_1209 1.482117 0.920000 8.176865 -6.535283 -1.512915 -19.957069 
rand_1210 1.481162 1.070000 1.095732 -1.517638 -0.029258 -21.317886 
rand_1211 2.814837 0.153344 2.883090 -1.384563 -0.022819 -27.727743 
rand_1212 3.923840 1.231288 1.676036 -1.799483 -0.046807 -15.853871 
rand_1213 4.508784 0.800000 2.772353 -1.315853 -0.020181 -25.924253 
rand_1214 2.853674 0.620000 1.814544 -3.394022 -0.254704 -58.773122 
rand_1215 3.032203 1.210000 96.115746 -1.948852 -0.057075 -45.833655 
rand_1216 1.812832 1.100000 0.404801 -1.935044 -0.056141 -33.674472 
rand_1217 2.706590 1.210000 3.634937 -6.031777 -1.202163 -54.357909 
rand_1218 3.808980 0.730000 1.140794 -3.044397 -0.190100 -37.338342 
rand_1219 3.290414 1.100000 0.455777 -2.238504 -0.083114 -21.652936 
rand_1220 4.087827 1.240000 5.091684 -2.037314 -0.065203 -19.805672 
rand_1221 4.538801 1.340653 3.248047 -1.599323 -0.033513 -42.910685 
rand_1222 5.501495 1.030000 2.729593 -5.716848 -1.043674 -45.963389 
rand_1223 1.185042 1.030000 13.979172 -4.064421 -0.418349 -22.941926 
rand_1224 3.778444 1.374678 5.129292 -3.517618 -0.279764 -46.288141 
rand_1225 1.438214 1.010000 2.381856 -4.640948 -0.599712 -49.257051 
rand_1226 5.370260 0.945197 9.908522 -1.604259 -0.034345 -21.212132 
rand_1227 3.553148 1.014178 3.041622 -0.144896 -0.000052 -15.824698 
rand_1228 6.562398 0.926799 1.257022 -3.176878 -0.213367 -44.332209 
rand_1229 4.869320 0.942238 0.296596 -1.809586 -0.047115 -19.544487 
rand_1230 4.262816 0.830000 3.180454 -2.675558 -0.130700 -16.721871 
rand_1231 4.933619 1.050000 6.218306 -4.023457 -0.404984 -39.282107 
rand_1232 1.349373 0.810000 1.718255 -5.274282 -0.848075 -52.453604 
rand_1233 1.175625 1.050000 2.894090 -6.563186 -1.509149 -59.418771 
rand_1234 3.439283 0.870000 1.451427 -0.959773 -0.008448 -57.283075 
rand_1235 7.423662 0.940000 1.992118 -5.275492 -0.864360 -42.373263 
rand_1236 2.352066 0.380000 3.775531 -1.004518 -0.009573 -38.832363 
rand_1237 4.100512 1.195323 6.915541 -1.642420 -0.036220 -24.299467 
rand_1238 4.026837 1.140000 2.417479 -5.070132 -0.772883 -11.421046 
rand_1239 1.940415 0.820000 6.502504 -3.337838 -0.242638 -26.341609 
rand_1240 1.856688 1.070000 3.739620 -3.819319 -0.355483 -35.067931 
rand_1241 1.659034 0.816336 1.040380 -1.481685 -0.027374 -13.963458 
rand_1242 3.826619 0.960000 1.651341 -3.454692 -0.269976 -25.930655 
rand_1243 4.159431 1.040000 1.513362 -5.027127 -0.734255 -29.012454 
rand_1244 1.602443 1.030000 0.907649 -5.241690 -0.829422 -24.824019 
rand_1245 1.595017 1.176647 0.944882 -3.245486 -0.224482 -24.748240 
rand_1246 3.011706 0.524449 1.130526 -2.128370 -0.071409 -34.488611 
rand_1247 4.608636 0.423282 1.210450 -3.279905 -0.234680 -45.779815 
rand_1248 1.957979 0.900000 0.736147 -2.584961 -0.121962 -23.149121 
rand_1249 1.624880 1.170000 5.395527 -4.360704 -0.503856 -49.308961 
rand_1250 2.589876 1.250000 1.880450 -2.191617 -0.078260 -43.886531 
rand_1251 7.647647 1.050000 0.580356 -5.681740 -1.038088 -55.988304 
rand_1252 3.243800 1.120000 5.424306 -4.114271 -0.430464 -35.455377 
rand_1253 5.702541 0.663584 11.214600 -1.537593 -0.030448 -17.080479 
rand_1254 2.779176 0.850000 0.202774 -3.209969 -0.222478 -42.603621 
rand_1255 1.305462 0.930000 1.139197 -3.288228 -0.233249 -48.550396 
rand_1256 1.555872 0.480000 2.867891 -6.328031 -1.385779 -46.889392 
rand_1257 8.315686 1.100000 3.193847 -3.634351 -0.307429 -45.082431 
rand_1258 2.044502 0.890000 5.436931 -4.948100 -0.717607 -17.142926 
rand_1259 2.242167 0.100930 2.066569 -3.156764 -0.215465 -48.103072 
rand_1260 4.303584 1.020371 0.939300 -1.786105 -0.045381 -16.679327 
rand_1261 4.642913 0.820000 0.445657 -5.699962 -1.037199 -24.159810 
rand_1262 2.147710 0.845749 2.403641 -1.580771 -0.032425 -39.926298 
rand_1263 3.511500 0.850000 8.487938 -5.803395 -1.088181 -27.861998 
rand_1264 3.188816 0.520000 2.972548 -4.425872 -0.527047 -17.588063 
rand_1265 3.692904 1.250000 3.022770 -0.667596 -0.003204 -15.732551 
rand_1266 7.094285 1.100000 2.914937 -6.271063 -1.325362 -21.645734 
rand_1267 3.392744 0.640000 0.686229 -5.301507 -0.857715 -48.614557 
rand_1268 2.017876 0.350000 5.900223 -2.547921 -0.115412 -47.754172 
rand_1269 2.221437 0.540000 1.422657 -5.473506 -0.934057 -25.092669 
rand_1270 2.068355 1.257152 12.516785 -2.837061 -0.156138 -25.558691 
rand_1271 2.884141 0.860000 1.058145 -3.319413 -0.240888 -35.320432 
rand_1272 5.148253 1.000000 0.229476 -0.611802 -0.002518 -36.739628 
rand_1273 2.672893 0.154174 0.961233 -2.690772 -0.135122 -47.757044 
rand_1274 3.336714 1.056315 0.704288 -1.738020 -0.041721 -44.008906 
rand_1275 2.914172 1.167442 0.777337 -2.561655 -0.119990 -29.290951 
rand_1276 6.104749 0.889861 1.761682 -3.997993 -0.400956 -13.668900 
rand_1277 2.679433 0.980000 9.993482 -6.247223 -1.352503 -19.537605 
rand_1278 2.045656 0.770000 3.068524 -5.590885 -0.982530 -16.920588 
rand_1279 1.557197 0.735544 1.860968 -3.300026 -0.236696 -32.801018 
rand_1280 6.098110 1.206321 2.030573 -0.938400 -0.007997 -22.299837 
rand_1281 1.893094 0.670000 1.656972 -6.634484 -1.574449 -31.396672 
rand_1282 3.352522 1.040000 14.964706 -3.738363 -0.330745 -56.671856 
rand_1283 3.329521 1.080000 0.258115 -3.207685 -0.221716 -33.325965 
rand_1284 1.873730 1.000000 7.219445 -2.733694 -0.144040 -27.204015 
rand_1285 3.413272 0.800000 36.765810 -0.537494 -0.001789 -28.102600 
rand_1286 2.192955 1.315915 0.338012 -1.857640 -0.050479 -34.770702 
rand_1287 1.760489 1.090000 0.627211 -3.949487 -0.391820 -16.000124 
rand_1288 3.926359 0.920000 3.159814 -4.556079 -0.560243 -58.320130 
rand_1289 1.514779 0.164049 0.882256 -0.541016 -0.001773 -27.566686 
rand_1290 5.613150 0.180000 4.644855 -2.759111 -0.145488 -58.948707 
rand_1291 2.143628 0.790000 3.074160 -2.790116 -0.149348 -14.866277 
rand_1292 4.016037 1.082286 0.437148 -3.081526 -0.195174 -41.500004 
rand_1293 3.051834 0.777484 1.240981 -2.923460 -0.166644 -35.143389 
rand_1294 4.643592 1.060000 1.574297 -6.144867 -1.260754 -53.979906 
rand_1295 3.619149 0.550000 3.343070 -4.992469 -0.718673 -44.216282 
rand_1296 0.968367 1.250000 1.211903 -7.105469 -1.880074 -56.544538 
rand_1297 1.044674 0.990000 1.740380 -3.822431 -0.350761 -22.064425 
rand_1298 4.631690 0.405035 2.175428 -2.572886 -0.124242 -30.380837 
rand_1299 4.601245 1.010000 1.161925 -2.256518 -0.084877 -28.965027 
rand_1300 2.756880 1.106123 32.226639 -1.350557 -0.021311 -14.955094 
rand_1301 2.021134 0.659793 28.013864 -0.577529 -0.002140 -48.660588 
rand_1302 1.851829 1.130000 0.316086 -5.979824 -1.186155 -58.992674 
rand_1303 4.468203 1.360000 1.629496 -3.400684 -0.257482 -14.987165 
rand_1304 1.573326 0.940000 16.553080 -1.351370 -0.021234 -17.052884 
rand_1305 2.267735 0.880000 2.541316 -4.536249 -0.568466 -34.988643 
rand_1306 3.808823 0.853783 0.990441 -2.923862 -0.174699 -47.239583 
rand_1307 2.668862 1.020000 8.258481 -3.953534 -0.377891 -26.938663 
rand_1308 2.325292 0.900000 0.254836 -1.062613 -0.011090 -36.184989 
rand_1309 9.874454 0.978525 0.460860 -1.604633 -0.034225 -40.859957 
rand_1310 4.115782 1.178830 3.614446 -2.985878 -0.180813 -40.820457 
rand_1311 1.159680 0.860000 2.897419 -1.980476 -0.060515 -25.434388 
rand_1312 3.339613 1.073361 3.794418 -1.231224 -0.016654 -22.408076 
rand_1313 1.594079 0.710000 0.438893 -3.889750 -0.363791 -54.761597 
rand_1314 1.690644 1.040000 2.236214 -5.099936 -0.771653 -33.032953 
rand_1315 2.634500 0.770000 0.641844 -1.445114 -0.025932 -53.134634 
rand_1316 4.991169 0.790000 15.461558 -3.098171 -0.198259 -30.322964 
rand_1317 7.217711 0.770000 1.506892 -6.461341 -1.444287 -17.594288 
rand_1318 1.199159 0.760000 1.232846 -2.984346 -0.181580 -14.141612 
rand_1319 5.468807 1.020000 5.349022 -3.397286 -0.260043 -16.098976 
rand_1320 2.052056 0.900652 5.126910 -2.554884 -0.119701 -29.523419 
rand_1321 4.542042 0.890000 0.720309 -1.810261 -0.048143 -17.200344 
rand_1322 4.650387 1.258772 3.207038 -2.381330 -0.098580 -12.317502 
rand_1323 3.292583 0.820000 4.611325 -3.319577 -0.242718 -36.032893 
rand_1324 2.729582 1.069191 9.731059 -1.942131 -0.057632 -22.662596 
rand_1325 1.596422 0.476864 6.260916 -2.428880 -0.104647 -35.607907 
rand_1326 4.927664 1.030000 1.351575 -2.376612 -0.098896 -38.407177 
rand_1327 2.963089 1.150000 0.757687 -3.172341 -0.215214 -18.459797 
rand_1328 4.369773 0.860000 0.530555 -7.430245 -2.125635 -52.467029 
